ano_mes,trimestre,qtd,qtd_atvc_cont,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202506,02T25,610,463,B1,B2,B3,B4,B5,B6,D1,A2,A3,C7
202506,02T25,230,174,B1,B2,A3,C4,C5,C6,D1,C2,A3,C8
202506,02T25,169,128,B1,C2,B3,B4,C5,B6,A1,D2,B3,C10
202506,02T25,234,177,B1,B2,B3,C4,A5,A6,B1,C2,A3,C4
202506,02T25,306,232,A1,A2,B3,A4,C5,C6,B1,C2,A3,C9
202506,02T25,157,119,C1,B2,A3,A4,A5,C6,A1,C2,D3,C4
202506,02T25,345,262,C1,A2,C3,A4,C5,B6,B1,A2,C3,C9
202506,02T25,537,408,A1,A2,A3,A4,B5,B6,C1,B2,B3,C10
202506,02T25,307,233,A1,C2,C3,C4,B5,C6,A1,B2,A3,C5
202506,02T25,42,31,A1,C2,A3,A4,C5,B6,A1,B2,A3,C1
202506,02T25,81,61,B1,A2,C3,B4,A5,C6,D1,A2,A3,C4
202506,02T25,578,439,C1,A2,A3,C4,A5,A6,A1,B2,B3,C6
202506,02T25,1,0,C1,B2,B3,A4,B5,C6,B1,D2,A3,C9
202506,02T25,146,110,B1,C2,B3,B4,C5,A6,A1,D2,B3,C10
202506,02T25,5,3,C1,A2,A3,C4,C5,B6,B1,B2,A3,C9
202506,02T25,17,12,A1,C2,B3,B4,B5,B6,C1,B2,C3,C6
202506,02T25,394,299,C1,C2,B3,C4,B5,B6,D1,D2,A3,C1
202506,02T25,889,675,A1,B2,A3,A4,B5,B6,D1,B2,B3,C4
202506,02T25,115,87,C1,C2,A3,B4,A5,A6,C1,B2,B3,C8
202506,02T25,136,103,B1,A2,B3,B4,B5,B6,C1,D2,A3,C7
202506,02T25,102,77,A1,B2,A3,B4,C5,A6,A1,B2,D3,C8
202506,02T25,279,212,A1,B2,B3,C4,C5,A6,D1,C2,C3,C6
202506,02T25,170,129,B1,A2,C3,C4,C5,C6,C1,A2,C3,C10
202506,02T25,404,307,C1,C2,B3,A4,B5,A6,C1,B2,A3,C3
202506,02T25,12,9,C1,B2,C3,B4,C5,C6,C1,D2,A3,C2
202506,02T25,306,232,B1,C2,B3,B4,A5,A6,C1,C2,D3,C8
202506,02T25,207,157,C1,B2,C3,C4,B5,C6,A1,B2,D3,C2
202506,02T25,944,717,B1,B2,A3,B4,B5,C6,A1,D2,A3,C10
202506,02T25,366,278,C1,A2,A3,A4,C5,B6,C1,D2,C3,C3
202506,02T25,141,107,A1,C2,B3,B4,B5,C6,A1,D2,B3,C8
202506,02T25,148,112,B1,C2,A3,A4,C5,C6,A1,B2,B3,C9
202506,02T25,54,41,B1,A2,A3,C4,C5,B6,D1,A2,C3,C5
202506,02T25,237,180,C1,C2,A3,C4,A5,C6,A1,D2,B3,C8
202506,02T25,449,341,C1,A2,A3,C4,C5,B6,D1,A2,D3,C7
202506,02T25,72,54,B1,C2,C3,A4,A5,C6,A1,A2,B3,C4
202506,02T25,227,172,C1,B2,B3,B4,C5,B6,D1,A2,D3,C10
202506,02T25,5,3,B1,A2,B3,B4,C5,B6,D1,A2,A3,C5
202506,02T25,361,274,C1,A2,B3,A4,A5,A6,A1,B2,B3,C2
202506,02T25,901,684,A1,A2,B3,B4,C5,B6,A1,C2,D3,C1
202506,02T25,263,199,B1,C2,B3,A4,C5,B6,A1,C2,C3,C9
202506,02T25,42,31,C1,A2,C3,A4,A5,B6,C1,D2,B3,C1
202506,02T25,172,130,B1,B2,B3,B4,C5,B6,A1,C2,A3,C7
202506,02T25,251,190,A1,B2,A3,C4,B5,B6,D1,A2,A3,C5
202506,02T25,156,118,B1,C2,B3,A4,B5,C6,C1,B2,A3,C8
202506,02T25,766,582,A1,B2,B3,A4,A5,A6,B1,A2,D3,C2
202506,02T25,7,5,B1,C2,A3,B4,B5,C6,B1,C2,B3,C2
202506,02T25,10,7,A1,B2,B3,B4,A5,B6,C1,C2,A3,C1
202506,02T25,205,155,C1,B2,A3,A4,C5,C6,D1,C2,C3,C3
202506,02T25,1995,1516,A1,C2,A3,A4,B5,C6,C1,D2,D3,C3
202506,02T25,42,31,A1,B2,B3,B4,B5,B6,A1,C2,D3,C9
202506,02T25,457,347,B1,A2,C3,C4,B5,A6,D1,C2,C3,C9
202506,02T25,978,743,A1,B2,C3,B4,B5,A6,B1,D2,B3,C10
202506,02T25,576,437,C1,A2,A3,B4,B5,C6,C1,A2,D3,C4
202506,02T25,712,541,A1,A2,B3,A4,C5,C6,D1,D2,B3,C6
202506,02T25,121,91,B1,A2,B3,C4,B5,A6,C1,B2,D3,C10
202506,02T25,58,44,B1,C2,A3,C4,C5,C6,D1,C2,C3,C7
202506,02T25,75,57,C1,B2,B3,B4,A5,A6,C1,D2,D3,C3
202506,02T25,604,459,C1,C2,A3,B4,A5,C6,B1,C2,B3,C9
202506,02T25,924,702,A1,A2,C3,C4,C5,B6,B1,B2,C3,C10
202506,02T25,81,61,A1,C2,C3,A4,A5,B6,B1,A2,D3,C9
202506,02T25,165,125,C1,B2,A3,C4,B5,C6,A1,B2,B3,C7
202506,02T25,210,159,A1,A2,A3,C4,C5,C6,C1,C2,A3,C6
202506,02T25,48,36,A1,B2,A3,C4,A5,B6,D1,B2,D3,C2
202506,02T25,152,115,A1,B2,C3,B4,C5,A6,C1,B2,B3,C10
202506,02T25,61,46,C1,B2,C3,A4,A5,C6,D1,A2,B3,C7
202506,02T25,576,437,C1,B2,B3,B4,C5,C6,C1,A2,B3,C6
202506,02T25,338,256,B1,A2,C3,C4,C5,B6,A1,A2,C3,C8
202506,02T25,547,415,C1,C2,B3,C4,C5,C6,A1,D2,B3,C10
202506,02T25,93,70,A1,B2,B3,A4,C5,B6,B1,D2,B3,C10
202506,02T25,14,10,B1,A2,B3,A4,B5,C6,B1,D2,C3,C10
202506,02T25,12,9,A1,B2,C3,A4,C5,B6,A1,A2,A3,C3
202506,02T25,356,270,B1,B2,C3,B4,B5,B6,B1,B2,B3,C1
202506,02T25,315,239,C1,C2,B3,C4,C5,C6,A1,C2,D3,C10
202506,02T25,50,38,C1,C2,C3,C4,B5,A6,D1,D2,B3,C2
202506,02T25,207,157,C1,B2,A3,C4,B5,B6,B1,D2,D3,C8
202506,02T25,332,252,B1,A2,C3,B4,C5,A6,B1,B2,D3,C2
202506,02T25,2,1,C1,A2,C3,C4,A5,A6,D1,A2,C3,C6
202506,02T25,2,1,A1,A2,B3,A4,B5,C6,C1,D2,D3,C3
202506,02T25,270,205,C1,B2,B3,A4,A5,C6,D1,B2,D3,C8
202506,02T25,104,79,C1,B2,C3,C4,B5,C6,C1,C2,B3,C1
202506,02T25,371,281,B1,B2,A3,A4,C5,A6,A1,D2,C3,C6
202506,02T25,322,244,A1,B2,C3,C4,B5,C6,B1,C2,A3,C10
202506,02T25,468,355,C1,A2,A3,C4,C5,B6,C1,D2,A3,C9
202506,02T25,33,25,A1,B2,A3,A4,A5,C6,B1,D2,D3,C9
202506,02T25,308,234,A1,A2,C3,B4,C5,A6,D1,C2,B3,C10
202506,02T25,52,39,A1,C2,B3,B4,C5,C6,D1,D2,D3,C3
202506,02T25,138,104,C1,A2,C3,B4,A5,C6,D1,B2,D3,C10
202506,02T25,259,196,C1,B2,B3,C4,B5,B6,A1,A2,C3,C1
202506,02T25,534,405,C1,A2,B3,A4,A5,A6,C1,B2,A3,C3
202506,02T25,615,467,B1,A2,A3,A4,B5,B6,A1,C2,A3,C2
202506,02T25,342,259,A1,B2,B3,C4,C5,C6,C1,A2,A3,C10
202506,02T25,437,332,A1,C2,B3,A4,B5,C6,D1,C2,A3,C7
202506,02T25,23,17,B1,A2,C3,B4,C5,B6,D1,B2,D3,C3
202506,02T25,171,129,B1,B2,C3,A4,B5,B6,B1,B2,C3,C5
202506,02T25,124,94,B1,B2,B3,C4,C5,C6,B1,B2,B3,C10
202506,02T25,117,88,A1,A2,B3,A4,A5,B6,D1,B2,C3,C8
202506,02T25,13,9,A1,C2,B3,A4,C5,B6,A1,A2,C3,C1
202506,02T25,11,8,A1,C2,B3,A4,C5,C6,A1,B2,D3,C5
202506,02T25,0,0,C1,B2,C3,A4,B5,A6,B1,A2,D3,C10
202506,02T25,253,192,B1,A2,C3,C4,A5,A6,D1,A2,B3,C9
202506,02T25,632,480,A1,B2,C3,B4,C5,B6,B1,C2,D3,C10
202506,02T25,385,292,C1,A2,B3,A4,C5,B6,D1,A2,B3,C1
202506,02T25,93,70,B1,A2,C3,B4,A5,C6,A1,A2,B3,C2
202506,02T25,135,102,B1,A2,A3,B4,B5,B6,A1,A2,C3,C5
202506,02T25,206,156,C1,B2,C3,B4,B5,B6,C1,B2,B3,C6
202506,02T25,129,98,A1,B2,A3,B4,C5,C6,D1,A2,B3,C6
202506,02T25,215,163,B1,C2,B3,A4,A5,C6,D1,D2,D3,C7
202506,02T25,178,135,A1,A2,C3,C4,C5,C6,B1,A2,A3,C4
202506,02T25,84,63,C1,B2,B3,B4,B5,C6,A1,D2,B3,C2
202506,02T25,417,316,A1,B2,C3,A4,B5,C6,A1,D2,D3,C6
202506,02T25,103,78,B1,C2,A3,B4,B5,B6,D1,D2,C3,C2
202506,02T25,7,5,B1,A2,C3,C4,C5,B6,D1,B2,B3,C10
202506,02T25,475,361,B1,B2,A3,B4,B5,B6,A1,C2,D3,C8
202506,02T25,358,272,B1,C2,C3,C4,C5,A6,A1,C2,A3,C5
202506,02T25,158,120,B1,A2,C3,A4,C5,C6,B1,B2,A3,C3
202506,02T25,91,69,A1,B2,B3,C4,B5,C6,D1,A2,B3,C1
202506,02T25,459,348,B1,C2,A3,A4,A5,C6,C1,D2,C3,C2
202506,02T25,274,208,C1,C2,C3,B4,A5,A6,D1,B2,D3,C1
202506,02T25,125,95,B1,B2,C3,C4,C5,A6,D1,D2,C3,C8
202506,02T25,284,215,C1,C2,B3,A4,C5,B6,A1,D2,A3,C9
202506,02T25,95,72,B1,B2,A3,C4,B5,B6,C1,C2,D3,C1
202506,02T25,353,268,A1,C2,A3,A4,A5,C6,D1,B2,C3,C4
202506,02T25,353,268,B1,B2,A3,B4,B5,A6,B1,D2,D3,C1
202506,02T25,8,6,A1,B2,C3,A4,C5,B6,A1,C2,B3,C2
202506,02T25,83,63,B1,A2,A3,C4,A5,B6,B1,A2,A3,C6
202506,02T25,431,327,B1,B2,C3,A4,B5,A6,A1,D2,C3,C1
202506,02T25,124,94,B1,B2,C3,A4,A5,A6,B1,A2,C3,C7
202506,02T25,435,330,B1,C2,C3,B4,B5,A6,B1,B2,C3,C6
202506,02T25,26,19,A1,B2,C3,C4,B5,B6,C1,D2,B3,C1
202506,02T25,257,195,B1,B2,A3,B4,B5,A6,B1,B2,D3,C2
202506,02T25,236,179,A1,C2,C3,B4,A5,C6,A1,A2,C3,C10
202506,02T25,117,88,B1,B2,B3,B4,B5,A6,D1,C2,C3,C7
202506,02T25,163,123,A1,B2,C3,B4,A5,C6,C1,C2,B3,C2
202506,02T25,330,250,C1,A2,C3,A4,B5,A6,A1,B2,D3,C5
202506,02T25,9,6,C1,B2,A3,B4,B5,A6,B1,D2,B3,C1
202506,02T25,25,19,A1,B2,B3,A4,B5,C6,D1,D2,B3,C6
202506,02T25,525,399,B1,A2,C3,B4,A5,A6,C1,B2,D3,C1
202506,02T25,347,263,A1,C2,C3,B4,A5,B6,A1,D2,B3,C10
202506,02T25,198,150,B1,A2,C3,A4,A5,C6,D1,A2,C3,C1
202506,02T25,46,34,C1,C2,C3,A4,C5,A6,A1,B2,A3,C4
202506,02T25,383,291,A1,B2,A3,C4,C5,A6,C1,D2,C3,C7
202506,02T25,19,14,B1,C2,A3,C4,B5,A6,A1,A2,B3,C1
202506,02T25,353,268,C1,C2,B3,A4,A5,C6,C1,C2,B3,C7
202506,02T25,12,9,A1,B2,C3,B4,A5,C6,A1,D2,A3,C6
202506,02T25,137,104,C1,B2,C3,A4,B5,C6,B1,C2,C3,C3
202506,02T25,443,336,C1,B2,C3,B4,B5,A6,C1,A2,C3,C5
202506,02T25,20,15,B1,B2,B3,A4,A5,C6,C1,A2,D3,C10
202506,02T25,591,449,A1,A2,C3,C4,C5,C6,D1,B2,B3,C6
202506,02T25,12,9,A1,A2,A3,A4,B5,B6,A1,B2,D3,C2
202506,02T25,357,271,C1,A2,C3,A4,A5,C6,C1,C2,B3,C7
202506,02T25,204,155,A1,B2,B3,C4,A5,B6,C1,D2,A3,C4
202506,02T25,16,12,C1,A2,A3,A4,A5,B6,A1,D2,A3,C6
202506,02T25,62,47,B1,B2,A3,B4,A5,A6,A1,B2,A3,C5
202506,02T25,320,243,A1,A2,C3,A4,A5,B6,C1,A2,C3,C4
202506,02T25,509,386,A1,A2,A3,C4,C5,C6,A1,D2,C3,C2
202506,02T25,34,25,A1,A2,A3,A4,B5,B6,D1,D2,D3,C4
202506,02T25,434,329,B1,A2,C3,A4,B5,B6,D1,C2,A3,C10
202506,02T25,106,80,A1,A2,B3,C4,C5,C6,C1,C2,C3,C1
202506,02T25,79,60,B1,B2,B3,C4,A5,B6,C1,C2,A3,C1
202506,02T25,163,123,B1,B2,A3,A4,B5,A6,B1,C2,D3,C8
202506,02T25,295,224,C1,A2,C3,A4,A5,A6,D1,A2,A3,C1
202506,02T25,170,129,C1,A2,C3,A4,B5,B6,A1,D2,A3,C8
202506,02T25,124,94,B1,A2,C3,B4,A5,B6,B1,A2,C3,C4
202506,02T25,99,75,B1,A2,B3,B4,A5,A6,A1,B2,D3,C4
202506,02T25,503,382,C1,C2,C3,C4,B5,C6,B1,C2,A3,C9
202506,02T25,89,67,C1,C2,B3,C4,A5,B6,C1,D2,A3,C5
202506,02T25,69,52,C1,B2,A3,B4,C5,B6,A1,C2,C3,C2
202506,02T25,413,313,B1,C2,B3,B4,C5,B6,A1,C2,A3,C2
202506,02T25,428,325,B1,B2,C3,B4,B5,A6,B1,C2,D3,C3
202506,02T25,105,79,A1,B2,C3,B4,B5,B6,C1,C2,A3,C1
202506,02T25,31,23,C1,A2,A3,C4,C5,C6,B1,D2,C3,C3
202506,02T25,57,43,B1,B2,C3,B4,C5,A6,C1,C2,B3,C3
202506,02T25,89,67,C1,A2,A3,A4,A5,B6,D1,D2,D3,C4
202506,02T25,31,23,C1,C2,C3,B4,A5,A6,A1,C2,C3,C1
202506,02T25,152,115,C1,C2,B3,A4,C5,B6,B1,B2,C3,C5
202506,02T25,14,10,A1,A2,B3,B4,B5,B6,C1,A2,D3,C4
202506,02T25,119,90,C1,C2,A3,A4,A5,B6,A1,A2,C3,C10
202506,02T25,46,34,C1,B2,C3,C4,C5,B6,B1,D2,D3,C10
202506,02T25,43,32,B1,A2,B3,C4,A5,B6,A1,D2,A3,C4
202506,02T25,152,115,A1,C2,B3,B4,A5,C6,D1,D2,B3,C7
202506,02T25,436,331,A1,C2,C3,C4,A5,C6,C1,C2,B3,C4
202506,02T25,282,214,A1,A2,B3,A4,C5,C6,A1,D2,A3,C1
202506,02T25,39,29,C1,C2,C3,B4,A5,C6,A1,B2,C3,C8
202506,02T25,306,232,C1,A2,C3,C4,C5,C6,A1,B2,A3,C9
202506,02T25,8,6,B1,B2,C3,A4,B5,C6,B1,A2,B3,C6
202507,03T25,688,522,A1,B2,C3,C4,B5,B6,D1,C2,A3,C7
202507,03T25,648,492,B1,B2,B3,C4,A5,C6,A1,B2,B3,C5
202507,03T25,1728,1313,A1,C2,B3,C4,A5,C6,C1,C2,A3,C8
202507,03T25,5,3,C1,C2,B3,A4,A5,A6,C1,D2,C3,C6
202507,03T25,224,170,A1,C2,B3,B4,C5,C6,A1,B2,D3,C10
202507,03T25,76,57,A1,C2,A3,B4,A5,A6,D1,B2,D3,C7
202507,03T25,343,260,A1,A2,C3,C4,A5,C6,C1,C2,D3,C5
202507,03T25,431,327,A1,C2,B3,C4,B5,A6,B1,C2,A3,C8
202507,03T25,224,170,B1,A2,C3,C4,C5,A6,D1,B2,D3,C9
202507,03T25,191,145,A1,C2,B3,B4,C5,B6,C1,B2,A3,C10
202507,03T25,94,71,B1,A2,B3,B4,C5,B6,A1,A2,C3,C8
202507,03T25,36,27,C1,C2,A3,A4,B5,A6,D1,C2,D3,C4
202507,03T25,137,104,B1,A2,C3,C4,C5,A6,D1,C2,A3,C1
202507,03T25,148,112,B1,B2,C3,B4,A5,A6,C1,D2,D3,C8
202507,03T25,32,24,C1,B2,B3,B4,A5,B6,C1,C2,B3,C4
202507,03T25,4,3,B1,A2,C3,A4,A5,B6,C1,B2,A3,C7
202507,03T25,680,516,C1,B2,A3,B4,B5,B6,A1,A2,C3,C4
202507,03T25,80,60,B1,B2,C3,B4,A5,C6,A1,D2,B3,C6
202507,03T25,589,447,C1,C2,C3,B4,A5,A6,D1,D2,A3,C4
202507,03T25,40,30,C1,A2,C3,A4,C5,B6,B1,D2,C3,C8
202507,03T25,257,195,A1,C2,C3,A4,B5,B6,B1,C2,C3,C9
202507,03T25,367,278,B1,A2,A3,C4,C5,A6,A1,D2,D3,C5
202507,03T25,393,298,A1,A2,C3,A4,C5,B6,C1,C2,A3,C4
202507,03T25,179,136,B1,C2,C3,C4,A5,B6,B1,A2,C3,C7
202507,03T25,18,13,C1,A2,B3,A4,B5,C6,C1,C2,D3,C8
202507,03T25,98,74,A1,A2,B3,A4,C5,C6,C1,D2,C3,C4
202507,03T25,75,57,C1,B2,B3,B4,B5,A6,D1,B2,C3,C4
202507,03T25,143,108,A1,C2,C3,A4,A5,A6,C1,B2,A3,C9
202507,03T25,121,91,C1,A2,A3,A4,A5,B6,C1,B2,C3,C1
202507,03T25,76,57,B1,A2,C3,C4,A5,A6,D1,B2,D3,C9
202507,03T25,668,507,A1,C2,B3,C4,C5,A6,A1,D2,B3,C8
202507,03T25,307,233,C1,A2,C3,C4,C5,C6,A1,A2,B3,C6
202507,03T25,456,346,C1,C2,B3,C4,A5,B6,A1,A2,C3,C2
202507,03T25,149,113,B1,B2,B3,C4,A5,C6,B1,C2,B3,C6
202507,03T25,15,11,A1,B2,A3,B4,C5,C6,A1,D2,B3,C2
202507,03T25,189,143,B1,B2,C3,A4,A5,C6,A1,A2,A3,C7
202507,03T25,81,61,B1,A2,A3,C4,C5,A6,D1,D2,C3,C6
202507,03T25,123,93,A1,A2,B3,A4,C5,C6,C1,C2,D3,C4
202507,03T25,109,82,C1,C2,B3,B4,B5,C6,D1,D2,C3,C5
202507,03T25,101,76,A1,A2,B3,B4,A5,A6,B1,D2,B3,C1
202507,03T25,221,167,C1,C2,B3,A4,B5,A6,D1,A2,B3,C6
202507,03T25,7,5,B1,C2,C3,B4,A5,C6,B1,D2,A3,C10
202507,03T25,660,501,A1,A2,C3,B4,B5,B6,A1,B2,B3,C7
202507,03T25,167,126,A1,C2,A3,A4,B5,C6,C1,D2,A3,C10
202507,03T25,107,81,A1,B2,B3,B4,A5,C6,B1,D2,C3,C2
202507,03T25,8,6,A1,A2,B3,A4,A5,C6,D1,C2,C3,C2
202507,03T25,469,356,B1,B2,A3,A4,C5,C6,D1,C2,A3,C2
202507,03T25,102,77,B1,A2,C3,A4,C5,B6,C1,B2,C3,C2
202507,03T25,79,60,B1,B2,B3,B4,C5,C6,A1,B2,D3,C9
202507,03T25,85,64,B1,B2,A3,C4,C5,A6,A1,D2,A3,C5
202507,03T25,259,196,A1,A2,A3,B4,B5,A6,C1,C2,C3,C3
202507,03T25,582,442,B1,C2,C3,A4,A5,C6,A1,C2,A3,C3
202507,03T25,398,302,A1,A2,C3,B4,C5,A6,A1,C2,D3,C2
202507,03T25,277,210,B1,B2,A3,B4,C5,C6,B1,A2,C3,C7
202507,03T25,352,267,B1,B2,C3,B4,A5,A6,A1,A2,D3,C5
202507,03T25,3,2,C1,C2,A3,A4,B5,B6,B1,B2,B3,C1
202507,03T25,300,228,A1,A2,A3,A4,B5,C6,B1,D2,A3,C10
202507,03T25,971,737,A1,B2,A3,C4,B5,A6,C1,D2,D3,C3
202507,03T25,686,521,B1,B2,B3,B4,C5,C6,C1,B2,A3,C7
202507,03T25,285,216,C1,A2,B3,A4,C5,A6,B1,B2,C3,C5
202507,03T25,123,93,A1,C2,C3,A4,A5,C6,B1,C2,C3,C3
202507,03T25,524,398,B1,B2,B3,A4,A5,C6,B1,A2,A3,C6
202507,03T25,659,500,A1,B2,C3,C4,C5,C6,D1,C2,A3,C1
202507,03T25,410,311,A1,C2,A3,C4,A5,B6,D1,A2,A3,C9
202507,03T25,734,557,B1,A2,A3,B4,B5,C6,B1,B2,B3,C6
202507,03T25,247,187,A1,A2,B3,C4,C5,B6,A1,D2,B3,C10
202507,03T25,464,352,B1,A2,C3,C4,A5,B6,B1,D2,D3,C7
202507,03T25,121,91,B1,A2,B3,C4,A5,B6,A1,C2,B3,C5
202507,03T25,672,510,C1,C2,C3,B4,C5,B6,D1,B2,B3,C8
202507,03T25,185,140,A1,B2,C3,A4,C5,B6,D1,B2,A3,C4
202507,03T25,296,224,A1,B2,B3,B4,B5,B6,A1,C2,D3,C8
202507,03T25,367,278,C1,B2,B3,B4,B5,B6,B1,C2,B3,C5
202507,03T25,448,340,C1,A2,B3,C4,A5,C6,C1,A2,D3,C1
202507,03T25,551,418,B1,B2,C3,C4,A5,C6,D1,A2,C3,C4
202507,03T25,77,58,A1,A2,C3,A4,A5,C6,D1,C2,D3,C2
202507,03T25,148,112,C1,B2,C3,B4,B5,A6,A1,A2,B3,C7
202507,03T25,168,127,C1,C2,A3,B4,A5,B6,C1,A2,D3,C8
202507,03T25,114,86,B1,A2,A3,C4,C5,B6,B1,C2,B3,C2
202507,03T25,254,193,A1,A2,C3,C4,C5,C6,A1,D2,D3,C7
202507,03T25,15,11,C1,C2,A3,A4,A5,B6,D1,B2,C3,C6
202507,03T25,55,41,C1,C2,A3,C4,A5,A6,A1,C2,B3,C9
202507,03T25,1521,1155,A1,C2,A3,A4,C5,C6,B1,C2,D3,C8
202507,03T25,262,199,C1,A2,B3,C4,B5,C6,B1,A2,B3,C8
202507,03T25,56,42,C1,A2,C3,A4,B5,C6,B1,B2,C3,C2
202507,03T25,190,144,B1,B2,A3,B4,B5,A6,A1,D2,B3,C2
202507,03T25,30,22,B1,A2,A3,C4,C5,C6,D1,D2,D3,C7
202507,03T25,393,298,C1,B2,C3,A4,B5,C6,C1,A2,C3,C1
202507,03T25,793,602,C1,A2,A3,A4,A5,C6,D1,C2,B3,C9
202507,03T25,325,247,C1,B2,A3,B4,A5,A6,D1,B2,D3,C9
202507,03T25,202,153,B1,A2,B3,B4,C5,A6,D1,C2,D3,C4
202507,03T25,77,58,C1,B2,B3,A4,A5,A6,B1,A2,A3,C6
202507,03T25,27,20,C1,B2,C3,B4,A5,C6,A1,B2,A3,C5
202507,03T25,79,60,A1,B2,A3,C4,C5,B6,B1,C2,B3,C10
202507,03T25,57,43,A1,C2,A3,C4,A5,C6,C1,C2,B3,C9
202507,03T25,122,92,A1,B2,B3,C4,C5,C6,C1,D2,C3,C4
202507,03T25,216,164,A1,B2,B3,A4,C5,C6,D1,C2,A3,C7
202507,03T25,126,95,B1,C2,C3,A4,A5,A6,C1,B2,C3,C6
202507,03T25,267,202,A1,C2,A3,A4,C5,A6,C1,D2,A3,C1
202507,03T25,452,343,B1,B2,A3,C4,B5,A6,B1,C2,B3,C4
202507,03T25,15,11,B1,C2,C3,C4,C5,C6,B1,C2,A3,C7
202507,03T25,104,79,B1,B2,A3,C4,C5,C6,B1,B2,B3,C2
202507,03T25,86,65,A1,C2,B3,B4,B5,A6,B1,A2,B3,C4
202507,03T25,66,50,C1,A2,A3,B4,B5,B6,B1,A2,B3,C9
202507,03T25,112,85,B1,A2,C3,C4,B5,A6,C1,C2,C3,C3
202507,03T25,105,79,B1,C2,C3,B4,C5,C6,B1,D2,D3,C6
202507,03T25,182,138,B1,C2,C3,B4,B5,C6,D1,B2,D3,C10
202507,03T25,106,80,B1,C2,B3,A4,A5,C6,A1,B2,B3,C5
202507,03T25,237,180,B1,B2,B3,C4,B5,B6,B1,A2,A3,C5
202507,03T25,151,114,C1,B2,C3,B4,C5,B6,B1,C2,D3,C5
202507,03T25,16,12,B1,C2,C3,B4,C5,B6,D1,D2,C3,C10
202507,03T25,128,97,A1,B2,B3,A4,A5,B6,B1,B2,A3,C1
202507,03T25,229,174,B1,B2,C3,A4,C5,A6,B1,B2,A3,C4
202507,03T25,107,81,C1,C2,B3,B4,C5,C6,A1,D2,D3,C6
202507,03T25,541,411,A1,C2,A3,A4,B5,B6,B1,C2,A3,C7
202507,03T25,636,483,B1,A2,A3,B4,B5,C6,C1,B2,C3,C9
202507,03T25,773,587,B1,C2,C3,C4,C5,B6,C1,C2,A3,C8
202507,03T25,44,33,A1,A2,B3,B4,C5,A6,C1,D2,B3,C10
202507,03T25,207,157,C1,C2,B3,B4,C5,C6,B1,D2,C3,C7
202507,03T25,29,22,A1,A2,A3,C4,C5,B6,B1,A2,C3,C1
202507,03T25,320,243,C1,A2,A3,C4,B5,B6,D1,A2,D3,C1
202507,03T25,119,90,A1,B2,C3,B4,A5,C6,D1,D2,C3,C1
202507,03T25,61,46,A1,A2,C3,B4,B5,C6,B1,A2,A3,C7
202507,03T25,451,342,C1,C2,A3,B4,A5,C6,A1,B2,A3,C2
202507,03T25,325,247,B1,B2,C3,A4,B5,A6,D1,B2,C3,C3
202507,03T25,103,78,B1,A2,C3,A4,C5,C6,B1,A2,D3,C2
202507,03T25,115,87,C1,C2,A3,C4,C5,C6,B1,D2,A3,C1
202507,03T25,146,110,C1,A2,A3,B4,A5,C6,A1,A2,C3,C8
202507,03T25,174,132,C1,A2,B3,C4,A5,B6,C1,D2,C3,C5
202507,03T25,127,96,C1,A2,A3,B4,C5,C6,A1,B2,A3,C5
202507,03T25,105,79,A1,B2,A3,A4,B5,A6,D1,D2,D3,C3
202507,03T25,358,272,A1,B2,C3,A4,C5,C6,B1,C2,C3,C3
202507,03T25,128,97,B1,C2,A3,B4,A5,A6,D1,D2,A3,C5
202507,03T25,455,345,B1,B2,C3,A4,A5,B6,C1,B2,B3,C5
202507,03T25,348,264,A1,A2,A3,A4,A5,A6,D1,C2,B3,C7
202507,03T25,18,13,B1,C2,B3,B4,A5,A6,C1,D2,D3,C4
202507,03T25,221,167,B1,A2,A3,A4,B5,C6,B1,D2,A3,C5
202507,03T25,293,222,B1,C2,C3,A4,B5,B6,C1,C2,A3,C7
202507,03T25,427,324,A1,B2,C3,B4,B5,A6,B1,D2,D3,C9
202507,03T25,304,231,B1,A2,B3,B4,B5,A6,A1,D2,C3,C3
202507,03T25,219,166,C1,B2,B3,B4,A5,B6,C1,D2,C3,C6
202507,03T25,208,158,B1,B2,A3,A4,C5,A6,D1,B2,D3,C9
202507,03T25,486,369,C1,C2,B3,A4,C5,C6,A1,A2,C3,C7
202507,03T25,171,129,C1,C2,A3,B4,B5,C6,C1,D2,D3,C8
202507,03T25,334,253,C1,A2,A3,C4,A5,B6,C1,A2,D3,C10
202507,03T25,169,128,A1,A2,B3,B4,A5,B6,D1,B2,C3,C3
202507,03T25,534,405,A1,C2,A3,C4,C5,A6,A1,D2,B3,C2
202507,03T25,186,141,A1,C2,B3,A4,B5,B6,D1,B2,C3,C9
202507,03T25,74,56,B1,C2,C3,A4,A5,C6,A1,B2,A3,C8
202507,03T25,79,60,A1,B2,B3,B4,B5,A6,C1,C2,A3,C8
202507,03T25,7,5,A1,A2,C3,A4,B5,A6,B1,D2,C3,C4
202507,03T25,9,6,B1,B2,A3,B4,A5,C6,A1,B2,B3,C10
202507,03T25,154,117,B1,C2,A3,B4,B5,C6,C1,B2,B3,C10
202507,03T25,317,240,A1,C2,A3,B4,C5,A6,A1,D2,A3,C5
202507,03T25,206,156,B1,B2,B3,B4,A5,B6,A1,D2,B3,C8
